id,accuracy,title
092,0.529658436885961,Katy Perry - Firework (Official Music Video).lab
093,0.9278153666472612,Avril Lavigne - We Are Warriors (Official Video).lab
094,0.9135723878848633,Hello.lab
095,0.8234332442875294,Someone Like You.lab
096,0.8401979013689689,Rolling in the Deep.lab
097,0.8309825184782149,Set Fire To The Rain.lab
098,0.918241469074129,天使.lab
099,0.9074454978027333,Avenged Sevenfold - So Far Away (Official Music Video).lab
100,0.9084734761349478,Dear God.lab
101,0.7191751257667778,It's My Life.lab
102,0.8834299897299611,Livin' On A Prayer.lab
103,0.8484004130457934,You Give Love A Bad Name.lab
104,0.7871103686966188,Havana.lab
105,0.7715425509115696,My Heart Will Go On (Love Theme from 'Titanic').lab
106,0.6427365847197914,It's All Coming Back to Me Now.lab
107,0.27911243748826314,Spain.lab
108,0.39636377909711684,Coldplay - Yellow (Official Video).lab
109,0.39868253848476765,Take Five.lab
110,0.8491619319034946,David Guetta - Titanium ft. Sia (Official Video).lab
111,0.0389403821554028,Layla (40th Anniversary Version _ 2010 Remastered).lab
112,0.2839188019223263,Blue Bossa.lab
113,0.8475460455618427,Mulan _ I'll Make A Man Out Of You _ Disney Sing-Along.lab
114,0.6632792345160854,The Little Mermaid _ Under the Sea _ Lyric Video _ Disney Sing Along.lab
115,0.7546699121582912,Ed Sheeran - Shape of You [Official Video].lab
116,0.7734167754518736,Perfect - Ed Sheeran (Lyrics).lab
117,0.7355422797849374,Ed Sheeran - Thinking Out Loud [Official Video].lab
118,0.7482182107510953,Imagine Dragons - Radioactive.lab
119,0.8697596671473132,Jason Mraz - I'm Yours (Official Video).lab
120,0.8519082827931648,Slow Dancing in a Burning Room.lab
122,0.7452988313443867,Any Way You Want It.lab
123,0.7012957233465354,Poker Face.lab
124,0.6391758697171416,When You Believe (from 'The Prince of Egypt').lab
125,0.5720437136148293,Without You.lab
126,0.917645342556291,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video).lab
127,0.7421388732658571,Maroon 5 - Animals (Lyric Video).lab
128,0.7800250679408671,Katie Sky - Monsters (Official Audio _ Out Now at iTunes).lab
129,0.6756990707653263,George Michael - Careless Whisper (Official Video).lab
130,0.5976218179422206,'A.I.N.Y. 愛你' [MV] - G.E.M. 鄧紫棋.lab
131,0.7736931057481946,[avex官方]伍佰 & China Blue 妳是我的花朵(MV完整版).lab
132,0.6410300170171841,伍佰 Wu Bai&China Blue【浪人情歌 Wanderer's love song】Official Music Video.lab
133,0.5990836741129558,伍佰 Wu Bai&China Blue【挪威的森林 Norwegian forest】Official Music Video.lab
134,0.47739388020833384,Lizzo - Good As Hell (Video).lab
135,0.6650619799307107,Uu - 那女孩對我說（COVER）『遍體鱗傷的我，一天也沒再愛過。』【動態歌詞Lyrics】.lab
136,0.6597440368299357,林宥嘉 Yoga Lin [傻子 Fool] Official MV (電影｢愛LOVE｣主題曲).lab
137,0.46018808751054785,那我懂你意思了  很幼稚嗎 mv.lab
138,0.6061522409164615,李千娜 Nana Lee – 不曾回來過 (「通靈少女」插曲 _ Official Music Video).lab
139,0.6185788524716368,遇見 ~ 孫燕姿 ( 動態歌詞 ).lab
140,0.6205870541525781,阿密特_張惠妹 A-MIT - 掉了 Disappear (official官方完整版MV).lab
141,0.5470521641172748,G.E.M.【光年之外 LIGHT YEARS AWAY 】MV (電影《太空潛航者 Passengers》中文主題曲) [HD] 鄧紫棋.lab
142,0.7564799658727996,阿杜 A-Do【他一定很愛你 He Loves You Very Much】官方完整版 MV.lab
143,0.6516661142655487,李玉刚 - 刚好遇见你.lab
144,0.5673404876772484,于文文《體面》動態歌詞版  【前任3 -再見前任 插曲】.lab
145,0.5132446563364177,五月天 Mayday【擁抱 Embrace】Official Music Video.lab
146,0.7626689714747539,告五人Accusefive【愛在夏天】 Official Music Video.lab
147,0.3828905461124076,郁可唯 Yisa Yu [ 路過人間 Walking by the world ] Official Music Video（電視劇《我們與惡的距離》插曲）.lab
148,0.6983239638741423,王傑 Dave Wang - 忘了你忘了我 Forget About You _ Forget About Me (官方完整版MV).lab
149,0.5669135566368768,林凡 Freya Lim【五天幾年 5 days】Official Music Video.lab
150,0.644458238740838,Eric周興哲《怎麼了 What's Wrong》Official Music Video - 華劇【你有念大學嗎？】片尾曲.lab
151,0.5812637965315872,方文山電影同名主題曲【聽見下雨的聲音】完整MV 演唱 -魏如昀 _ 詞 -方文山 _ 曲 -周杰倫.lab
152,0.4052472509749502,汪蘇瀧 - 追光者（高清去雜音）【動態歌詞Lyrics】.lab
153,0.46465887451171817,Bruno Mars - The Lazy Song (Official Video).lab
154,0.22369391058062166,動力火車 Power Station [ 無情的情書 Ruthless Love Letter ] Official Music Video.lab
155,0.5092798810404643,周杰倫 Jay Chou【簡單愛 Simple Love】Official MV.lab
156,0.8659994929387018,五月天 Mayday【終結孤單 Loneliness Terminator】Official Music Video.lab
157,0.7266534094425783,五月天 Mayday【戀愛ING Love-ing】Official Music Video.lab
158,0.9052454508463543,美秀集團 Amazing Show－捲菸【Official Music Video】.lab
159,0.644355462429538,伍佰 Wu Bai&China Blue【痛哭的人 The person who weeps bitterly】Official Music Video.lab
160,0.6011728474173573,五月天 Mayday【憨人 Fool】Official Music Video.lab
