id,accuracy,title
128,0.8087172263295908,Katie Sky - Monsters (Official Audio _ Out Now at iTunes)_separated.lab
129,0.698807945775793,George Michael - Careless Whisper (Official Video)_separated.lab
130,0.6362059669012485,'A.I.N.Y. 愛你' [MV] - G.E.M. 鄧紫棋_separated.lab
131,0.8209279088229872,[avex官方]伍佰 & China Blue 妳是我的花朵(MV完整版)_separated.lab
132,0.6846624273991382,伍佰 Wu Bai&China Blue【浪人情歌 Wanderer's love song】Official Music Video_separated.lab
133,0.6161824391682944,伍佰 Wu Bai&China Blue【挪威的森林 Norwegian forest】Official Music Video_separated.lab
134,0.6713873988560268,Lizzo - Good As Hell (Video)_separated.lab
135,0.6709827790041012,Uu - 那女孩對我說（COVER）『遍體鱗傷的我，一天也沒再愛過。』【動態歌詞Lyrics】_separated.lab
136,0.6723828378352279,林宥嘉 Yoga Lin [傻子 Fool] Official MV (電影｢愛LOVE｣主題曲)_separated.lab
137,0.4588723766424688,那我懂你意思了  很幼稚嗎 mv_separated.lab
138,0.6835451803067987,李千娜 Nana Lee – 不曾回來過 (「通靈少女」插曲 _ Official Music Video)_separated.lab
139,0.6137494558254226,遇見 ~ 孫燕姿 ( 動態歌詞 )_separated.lab
140,0.6353074890663699,阿密特_張惠妹 A-MIT - 掉了 Disappear (official官方完整版MV)_separated.lab
141,0.48538723033970954,G.E.M.【光年之外 LIGHT YEARS AWAY 】MV (電影《太空潛航者 Passengers》中文主題曲) [HD] 鄧紫棋_separated.lab
142,0.7356294570144596,阿杜 A-Do【他一定很愛你 He Loves You Very Much】官方完整版 MV_separated.lab
143,0.6776755124980092,李玉刚 - 刚好遇见你_separated.lab
144,0.6480734126238139,于文文《體面》動態歌詞版  【前任3 -再見前任 插曲】_separated.lab
145,0.6064118328811305,五月天 Mayday【擁抱 Embrace】Official Music Video_separated.lab
146,0.6925280543894352,告五人Accusefive【愛在夏天】 Official Music Video_separated.lab
147,0.3518761437839797,郁可唯 Yisa Yu [ 路過人間 Walking by the world ] Official Music Video（電視劇《我們與惡的距離》插曲）_separated.lab
148,0.6605789793632121,王傑 Dave Wang - 忘了你忘了我 Forget About You _ Forget About Me (官方完整版MV)_separated.lab
149,0.5485528590568742,林凡 Freya Lim【五天幾年 5 days】Official Music Video_separated.lab
150,0.6328998255999099,Eric周興哲《怎麼了 What's Wrong》Official Music Video - 華劇【你有念大學嗎？】片尾曲_separated.lab
151,0.5756849110129896,方文山電影同名主題曲【聽見下雨的聲音】完整MV 演唱 -魏如昀 _ 詞 -方文山 _ 曲 -周杰倫_separated.lab
152,0.447554605629833,汪蘇瀧 - 追光者（高清去雜音）【動態歌詞Lyrics】_separated.lab
153,0.4750858295147233,Bruno Mars - The Lazy Song (Official Video)_separated.lab
154,0.2342620477977601,動力火車 Power Station [ 無情的情書 Ruthless Love Letter ] Official Music Video_separated.lab
155,0.48729680666709413,周杰倫 Jay Chou【簡單愛 Simple Love】Official MV_separated.lab
156,0.9080759652944708,五月天 Mayday【終結孤單 Loneliness Terminator】Official Music Video_separated.lab
157,0.725704303200305,五月天 Mayday【戀愛ING Love-ing】Official Music Video_separated.lab
158,0.8640022094726569,美秀集團 Amazing Show－捲菸【Official Music Video】_separated.lab
159,0.6400722185248958,伍佰 Wu Bai&China Blue【痛哭的人 The person who weeps bitterly】Official Music Video_separated.lab
160,0.6893548439710605,五月天 Mayday【憨人 Fool】Official Music Video_separated.lab
161,0.5763850112435049,茄子蛋EggPlantEgg - 浪子回頭 Back Here Again (Official Music Video)_separated.lab
